Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent task,Blocked By (Dependencies),Blocking (Dependencies)
"1211805052615632",2025-10-31,,2025-11-07,Crear el cronograma inicial del proyecto.,,,,,,,"    Descripción: Es la creación de una línea de tiempo visual que detalla cuándo empezará y terminará cada fase o tarea principal del proyecto.
    Qué hay que hacer: Utilizar la vista de Cronograma de Asana o una herramienta de diagramas de Gantt. Listar las tareas principales y asignarles fechas de inicio y fin estimadas. Establecer dependencias entre tareas.
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea un cronograma donde la tarea ""Desarrollo del Frontend"" no puede empezar hasta que la tarea ""Diseño de la API"" esté completada, creando una dependencia visual.
",,Planificación Inicial del Proyecto,,
"1211805052615633",2025-10-31,,2025-11-07,Definir los hitos principales del proyecto.,,,,,,,"    Descripción: Un hito es un punto de control importante en el proyecto que marca la finalización de un entregable o fase clave. No es una tarea con duración, sino un momento en el tiempo.
    Qué hay que hacer: Identificar los momentos más significativos del proyecto. Crearlos en Asana como tareas marcadas como hitos.
    Ejemplo (Tienda Online ""Arte en Tela""): Se definen los hitos: ""MVP del Backend Desplegado en Staging"", ""Diseño de UI Aprobado"", ""Fase de QA Iniciada"", ""Lanzamiento a Producción"".
",,Planificación Inicial del Proyecto,,
"1211805052615634",2025-10-31,,2025-11-07,Asignación inicial de roles y responsabilidades.,,,,,,,"    Descripción: Consiste en definir quién es responsable de qué en el proyecto para evitar confusiones.
    Qué hay que hacer: Listar los miembros del equipo. Asignar roles claros (Jefe de Proyecto, Desarrollador Backend, Diseñador UX/UI). Se puede usar una matriz RACI (Responsable, Aprobador, Consultado, Informado) para las decisiones clave.
    Ejemplo (Tienda Online ""Arte en Tela""): Se documenta: [Nombre 1] es el único desarrollador Backend y responsable de la API y la base de datos. [Nombre 2] es el responsable del diseño en Figma y de la maquetación en React.
",,Planificación Inicial del Proyecto,,
"1211805052615636",2025-10-31,,2025-11-07,Recopilación de Requisitos Funcionales,Análisis de Requisitos,,,,,,"    Descripción: Consiste en detallar exactamente qué debe hacer el software desde la perspectiva del usuario. Son las funcionalidades y características que el usuario podrá ver y con las que podrá interactuar.
    Qué hay que hacer:
        Reunirse con los stakeholders para entender sus necesidades.
        Escribir ""Historias de Usuario"" que describan una funcionalidad desde el punto de vista de un rol.
        Documentar los ""Criterios de Aceptación"" para cada historia (cómo sabremos que está bien hecha).
    Ejemplo (Tienda Online ""Arte en Tela""):
        Historia de Usuario: ""Como cliente, quiero poder añadir una camiseta a mi carrito de la compra desde la página de producto para poder comprarla más tarde"".
        Criterios de Aceptación: 1. El botón ""Añadir al carrito"" debe estar visible. 2. Al hacer clic, el icono del carrito en la cabecera debe actualizar su contador. 3. Una notificación debe confirmar que el producto se ha añadido.
",Aplicación Web,,,
"1211805052615637",2025-10-31,,2025-11-07,Realizar entrevistas y talleres con stakeholders.,,,,,,,"    Descripción: Es el proceso de comunicación directa con el cliente o los usuarios clave para extraer y entender en profundidad sus necesidades y expectativas sobre el software.
    Qué hay que hacer: Preparar una agenda y una lista de preguntas. Organizar una o varias sesiones de trabajo. Tomar notas detalladas o grabar la sesión (con permiso).
    Ejemplo (Tienda Online ""Arte en Tela""): Se organiza un taller de 3 horas con el dueño de la tienda para que explique paso a paso cómo se imagina que un cliente compra una camiseta y cómo él mismo quiere gestionar los productos en un panel de administración.
",,Recopilación de Requisitos Funcionales,,
"1211805052615638",2025-10-31,,2025-11-07,Crear historias de usuario (User Stories) y casos de uso.,,,,,,,"    Descripción: Consiste en traducir las notas de las entrevistas a un formato estructurado que el equipo de desarrollo pueda entender y trabajar.
    Qué hay que hacer: Para cada funcionalidad, escribir una frase con el formato: ""Como [tipo de usuario], quiero [realizar una acción] para [obtener un beneficio]"". Añadir los ""Criterios de Aceptación"" que definen cuándo la historia está terminada.
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea la historia: ""Como administrador de la tienda, quiero marcar un producto como 'agotado' para que los clientes no puedan comprarlo"". Criterio de aceptación: ""Cuando un producto está marcado como agotado, el botón 'Añadir al carrito' debe estar desactivado en la página de producto"".
",,Recopilación de Requisitos Funcionales,,
"1211805052615639",2025-10-31,,2025-11-07,Documentar y priorizar el backlog de producto.,,,,,,,"    Descripción: Es la creación y organización de la lista de trabajo pendiente. Todas las historias de usuario se recopilan en una lista (backlog) y se ordenan por importancia para decidir qué se construye primero.
    Qué hay que hacer: Crear una tarea en Asana (o Jira) por cada historia de usuario. Trabajar con el Product Owner o cliente para ordenar la lista de arriba a abajo, poniendo lo más valioso y urgente al principio.
    Ejemplo (Tienda Online ""Arte en Tela""): La historia ""Pagar un pedido"" se coloca en la cima del backlog (máxima prioridad). La historia ""Crear un código de descuento"" se coloca más abajo, ya que es importante pero no es esencial para el primer lanzamiento.
",,Recopilación de Requisitos Funcionales,,
"1211805052615640",2025-10-31,,2025-11-07,Recopilación de Requisitos No Funcionales,Análisis de Requisitos,,,,,,"    Descripción: Consiste en definir cómo debe ser el sistema. No se trata de funcionalidades, sino de cualidades y restricciones como el rendimiento, la seguridad, la fiabilidad o la compatibilidad.
    Qué hay que hacer:
        Definir tiempos de carga aceptables para las páginas.
        Establecer los estándares de seguridad (ej. cómo se almacenarán las contraseñas).
        Listar los navegadores y dispositivos que deben ser soportados.
    Ejemplo (Tienda Online ""Arte en Tela""):
        Rendimiento: La página de inicio debe cargar completamente en menos de 3 segundos.
        Seguridad: Todas las contraseñas de usuario deben estar hasheadas con un algoritmo fuerte (ej. bcrypt).
        Compatibilidad: La tienda debe funcionar correctamente en las últimas dos versiones de Chrome, Firefox y Safari.
",Aplicación Web,,,
"1211805052615641",2025-10-31,,2025-11-07,"Definir requisitos de rendimiento (tiempos de carga, concurrencia).",,,,,,,"    Descripción: Consiste en establecer metas medibles sobre qué tan rápida y robusta debe ser la aplicación.
    Qué hay que hacer: Definir tiempos de respuesta aceptables para las llamadas a la API (ej. < 500ms). Establecer tiempos de carga de página (ej. LCP < 2.5s). Estimar cuántos usuarios concurrentes debe soportar el sistema sin degradarse.
    Ejemplo (Tienda Online ""Arte en Tela""): Se define: ""La página de un producto con todas sus imágenes debe cargar por completo en menos de 3 segundos en una conexión 4G"". Y ""El sistema debe poder soportar 100 usuarios navegando al mismo tiempo sin que los tiempos de respuesta se disparen"".
",,Recopilación de Requisitos No Funcionales,,
"1211805052615642",2025-10-31,,2025-11-07,"Definir requisitos de seguridad (autenticación, protección de datos).",,,,,,,"    Descripción: Consiste en establecer las medidas que se tomarán para proteger la aplicación y los datos de sus usuarios contra amenazas.
    Qué hay que hacer: Definir la política de contraseñas (longitud, complejidad). Determinar cómo se protegerán los datos sensibles (ej. encriptación). Listar las vulnerabilidades comunes que se deben prevenir (ej. XSS, SQL Injection).
    Ejemplo (Tienda Online ""Arte en Tela""): Se especifica: ""Todas las contraseñas de usuario deben ser hasheadas usando el algoritmo bcrypt. El acceso al panel de administración debe estar protegido por autenticación de dos factores (2FA)"".
",,Recopilación de Requisitos No Funcionales,,
"1211805052615643",2025-10-31,,2025-11-07,Definir requisitos de escalabilidad y compatibilidad.,,,,,,,"    Descripción: La escalabilidad define cómo crecerá el sistema si aumenta el número de usuarios. La compatibilidad define en qué plataformas (navegadores, sistemas operativos) debe funcionar correctamente.
    Qué hay que hacer: Diseñar la arquitectura para que pueda crecer (ej. usando servicios en la nube que escalan automáticamente). Listar explícitamente los navegadores web y sus versiones a soportar.
    Ejemplo (Tienda Online ""Arte en Tela""): Se define: ""La arquitectura debe permitir duplicar la capacidad del servidor en menos de 1 hora"". Y ""La tienda online debe ser 100% funcional en las últimas dos versiones de Google Chrome, Mozilla Firefox y Apple Safari en escritorio y móvil"".
",,Recopilación de Requisitos No Funcionales,,
"1211805052615645",2025-10-31,,2025-11-07,Definir el Patrón de Arquitectura Global,Diseño de Arquitectura y Sistema,,,,,,"    Descripción: Es una de las decisiones técnicas más importantes. Consiste en decidir la estructura fundamental del software: si será una aplicación monolítica tradicional, una aplicación desacoplada con una API y un frontend separado (Headless), o un sistema de microservicios.
    Qué hay que hacer:
        Evaluar los pros y contras de cada patrón para este proyecto específico.
        Documentar la decisión y justificarla en función de la escalabilidad, el equipo y la complejidad del proyecto.
    Ejemplo (Tienda Online ""Arte en Tela""): El equipo decide usar una arquitectura desacoplada (Headless). Se construirá una API REST con Node.js y una aplicación de página única (SPA) con React para el frontend. Esto permitirá en el futuro crear una app móvil que consuma la misma API.
",Aplicación Web,,,
"1211805052615646",2025-10-31,,2025-11-07,Evaluar arquitectura monolítica tradicional (renderizada en servidor).,,,,,,,"    Descripción: Consiste en analizar la idoneidad de construir la aplicación como una única unidad de código donde el frontend y el backend están fuertemente acoplados (ej. usando frameworks como Ruby on Rails, Django, Laravel).
    Qué hay que hacer: Considerar la simplicidad de desarrollo y despliegue de este enfoque. Evaluar si la interactividad requerida en el frontend justifica un desacoplamiento o si el renderizado en servidor es suficiente.
    Ejemplo (Tienda Online ""Arte en Tela""): Se analiza que un monolito sería más rápido de desarrollar inicialmente. Sin embargo, se descarta porque el cliente tiene planes a medio plazo para una app nativa, y una API facilitaría ese futuro desarrollo.
",,Definir el Patrón de Arquitectura Global,,
"1211805052615647",2025-10-31,,2025-11-07,Evaluar arquitectura desacoplada/headless con API.,,,,,,,"    Descripción: Consiste en analizar la opción de separar completamente el backend (que expone una API) del frontend (una aplicación separada, usualmente una SPA - Single Page Application).
    Qué hay que hacer: Valorar las ventajas de tener equipos trabajando en paralelo, la flexibilidad para crear múltiples ""clientes"" (web, móvil) y los posibles inconvenientes (mayor complejidad en el despliegue y la gestión de la seguridad).
    Ejemplo (Tienda Online ""Arte en Tela""): Se evalúa que esta arquitectura es ideal. El equipo de backend puede centrarse en la API de Node.js mientras el equipo de frontend trabaja en la tienda con React. Se asume la complejidad de usar JWT para la autenticación.
",,Definir el Patrón de Arquitectura Global,,
"1211805052615648",2025-10-31,,2025-11-07,Evaluar arquitectura de microservicios (si aplica).,,,,,,,"    Descripción: Consiste en analizar si el proyecto es lo suficientemente grande y complejo como para justificar la división del backend en múltiples servicios pequeños e independientes.
    Qué hay que hacer: Evaluar si hay partes del sistema claramente delimitadas que podrían funcionar de forma autónoma (ej. servicio de pagos, servicio de notificaciones). Considerar la alta complejidad operativa que introduce.
    Ejemplo (Tienda Online ""Arte en Tela""): Para el MVP, se descarta por completo. Es una complejidad innecesaria. Se documenta que, si la tienda crece exponencialmente, en el futuro se podría migrar la lógica de ""pedidos"" a un microservicio separado.
",,Definir el Patrón de Arquitectura Global,,
"1211805052615649",2025-10-31,,2025-11-07,Seleccionar y documentar la arquitectura elegida y sus fundamentos.,,,,,,,"    Descripción: Es el acto de formalizar la decisión tomada tras la evaluación.
    Qué hay que hacer: Redactar un documento de Diseño de Arquitectura. Explicar claramente el patrón elegido y, lo más importante, el ""porqué"" de esa decisión (los motivos, los pros y los contras considerados).
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea un documento en Confluence que dice: ""La arquitectura elegida es Headless con una API REST en Node.js y una SPA en React. Se ha seleccionado por su flexibilidad para futuros clientes y la posibilidad de desarrollo en paralelo. Se descarta monolito por la planificación a futuro y microservicios por la complejidad inicial"".
",,Definir el Patrón de Arquitectura Global,,
"1211805052615650",2025-10-31,,2025-11-07,Diseño de la Base de Datos,Diseño de Arquitectura y Sistema,,,,,,"    Descripción: Consiste en planificar la estructura donde se almacenarán todos los datos de la aplicación (usuarios, productos, pedidos, etc.). Un buen diseño es crucial para el rendimiento y la integridad de los datos.
    Qué hay que hacer:
        Crear un Modelo Entidad-Relación (ERD) que muestre las tablas y cómo se relacionan entre sí.
        Definir cada campo de cada tabla (nombre, tipo de dato, si es obligatorio, etc.).
    Ejemplo (Tienda Online ""Arte en Tela""): Se diseña una tabla Productos (con campos como id, nombre, descripción, precio, imagen_url) y una tabla Usuarios (con id, email, password_hash). Se establece una relación de ""muchos a muchos"" entre Pedidos y Productos.
",Aplicación Web,,,
"1211805052615651",2025-10-31,,2025-11-07,Crear el modelo Entidad-Relación (ER).,,,,,,,"    Descripción: Consiste en crear un diagrama visual que representa las ""entidades"" (tablas) de la base de datos y cómo se conectan entre sí (las ""relaciones"").
    Qué hay que hacer: Usar una herramienta de diagramación (como Lucidchart, draw.io) para dibujar las tablas principales (ej. Usuarios, Productos, Pedidos) y las líneas que las conectan (ej. un ""Usuario"" tiene ""muchos"" ""Pedidos"").
    Ejemplo (Tienda Online ""Arte en Tela""): Se dibuja un cuadro para Usuarios y otro para Pedidos. Se traza una línea entre ellos y se anota la relación ""1 a N"" (un usuario puede tener muchos pedidos).
",,Diseño de la Base de Datos,,
"1211805052615652",2025-10-31,,2025-11-07,Diseñar el esquema detallado de la base de datos.,,,,,,,"    Descripción: Consiste en traducir el diagrama visual (ERD) en una especificación técnica detallada para cada tabla.
    Qué hay que hacer: Para cada tabla, listar todas sus columnas. Para cada columna, definir su nombre, tipo de dato (ej. VARCHAR(255), INTEGER, BOOLEAN), si puede ser nula, si es una clave primaria o foránea, etc.
    Ejemplo (Tienda Online ""Arte en Tela""): Se documenta para la tabla Productos:
        id: SERIAL, PRIMARY KEY
        name: VARCHAR(100), NOT NULL
        price: DECIMAL(10, 2), NOT NULL
        stock_quantity: INTEGER, DEFAULT 0
",,Diseño de la Base de Datos,,
"1211805052615653",2025-10-31,,2025-11-07,Diseño de la Lógica y Componentes del Backend,Diseño de Arquitectura y Sistema,,,,,,"    Descripción: Consiste en planificar la estructura del código del servidor. Se definen los principales módulos, servicios y la lógica de negocio que manejará las peticiones, procesará los datos y se comunicará con la base de datos.
    Qué hay que hacer:
        Diseñar la estructura de carpetas y archivos del proyecto backend.
        Definir el ""contrato"" de la API (los endpoints, qué datos aceptan y qué devuelven).
        Planificar cómo se manejará la autenticación y la autorización.
    Ejemplo (Tienda Online ""Arte en Tela""): Se define el endpoint POST /api/orders para crear un nuevo pedido. Se documenta que este endpoint requerirá un token de autenticación y recibirá un array de IDs de producto y cantidades.
",Aplicación Web,,,
"1211805052615654",2025-10-31,,2025-11-07,Diseño de UX/UI,Diseño de Arquitectura y Sistema,,,,,,"    Descripción: Consiste en crear la representación visual y el flujo de interacción de la aplicación. Primero se define la estructura y navegación (UX - Experiencia de Usuario) y luego el aspecto visual (UI - Interfaz de Usuario).
    Qué hay que hacer:
        UX: Crear wireframes (esquemas de bajo nivel) y flujos de usuario (ej. cómo un usuario va de la home a la compra finalizada).
        UI: Diseñar mockups (diseños de alta fidelidad con colores, tipografías, etc.) y un prototipo interactivo.
    Ejemplo (Tienda Online ""Arte en Tela""): El diseñador crea un wireframe del proceso de checkout en una sola página. Luego, diseña el mockup en Figma, aplicando la paleta de colores y la tipografía de la marca ""Arte en Tela"".
",Aplicación Web,,,
"1211805052615655",2025-10-31,,2025-11-07,Crear wireframes y flujos de usuario.,,,,,,,"    Descripción: Se centra en la estructura y funcionalidad, no en la estética. Un wireframe es un esquema de bajo nivel de una pantalla, y un flujo de usuario es un diagrama de cómo un usuario navega a través de ellas para completar una tarea.
    Qué hay que hacer: Usar una herramienta de prototipado (como Balsamiq o Figma) para dibujar cajas y textos simples que representen los elementos de cada pantalla. Conectar estas pantallas para simular la navegación.
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea un flujo que empieza en la ""Página de Producto"", va a la pantalla del ""Carrito de la Compra"" y termina en la pantalla de ""Confirmación de Pedido"", mostrando qué botones conectan cada paso.
",,Diseño de UX/UI,,
"1211805052615656",2025-10-31,,2025-11-07,Desarrollar mockups de alta fidelidad y prototipos interactivos.,,,,,,,"    Descripción: Consiste en tomar los wireframes y aplicarles el diseño visual final (colores, tipografías, iconografía, espaciado). Un prototipo interactivo permite hacer clic en los mockups para simular la experiencia real.
    Qué hay que hacer: Utilizar una herramienta de diseño (como Figma, Sketch) para crear la versión final de cada pantalla. Conectar los elementos clicables (botones, enlaces) para crear un prototipo.
    Ejemplo (Tienda Online ""Arte en Tela""): El diseñador aplica la paleta de colores de la marca, la tipografía elegida y las fotos de las camisetas a los wireframes. Luego, hace que al hacer clic en el botón ""Pagar"" en el mockup del carrito, se muestre el mockup de la página de pago.
",,Diseño de UX/UI,,
"1211805052615657",2025-10-31,,2025-11-07,Crear la guía de estilo visual.,,,,,,,"    Descripción: Es un documento que recopila todas las reglas del diseño visual para asegurar la consistencia en toda la aplicación.
    Qué hay que hacer: Documentar los colores primarios y secundarios (con sus códigos hexadecimales), las familias tipográficas y sus tamaños para títulos y párrafos, el estilo de los botones en sus diferentes estados (normal, hover, disabled), etc.
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea un documento que especifica: ""El color primario para los botones de acción es #3A86FF. El tipo de letra para los títulos es 'Montserrat Bold' a 32px. Los botones deben tener un border-radius de 8px"". Este documento es la ""biblia"" para los desarrolladores frontend.
",,Diseño de UX/UI,,
"1211805052615725",2025-10-31,,2025-11-07,Configuración de Entornos y Herramientas,Codificación y Desarrollo,,,,,,"    Descripción: Consiste en preparar toda la infraestructura técnica necesaria para que el equipo pueda empezar a escribir código de manera eficiente y colaborativa. Es el trabajo de cimentación del desarrollo.
    Qué hay que hacer:
        Inicializar los repositorios de código (ej. en GitHub o GitLab).
        Configurar el entorno de desarrollo local (ej. usando Docker para que todos los desarrolladores tengan la misma configuración).
        Establecer el pipeline de Integración Continua (CI/CD) para automatizar las pruebas y los despliegues.
    Ejemplo (Tienda Online ""Arte en Tela""): Se crea un repositorio para la API de Node.js y otro para la aplicación de React. Se configura GitHub Actions para que cada vez que se suba código a la rama develop, se ejecuten automáticamente las pruebas unitarias.
",Aplicación Web,,,
